No,Title,ISSN,E-ISSN,CATEGORY,Publisher,Address,Nation
7780948,ACTA CRYSTALLOGRAPHICA SECTION F-STRUCTURAL BIOLOGY COMMUNICATIONS,,2053-230X,Biochemical Research Methods ; Biochemistry & Molecular Biology ; Biophysics ; Crystallography,INT UNION CRYSTALLOGRAPHY,"2 ABBEY SQ, CHESTER, ENGLAND, CH1 2HU",ENGLAND
7780949,ACTA CYTOLOGICA,0001-5547,1938-2650,Pathology,KARGER,"ALLSCHWILERSTRASSE 10, BASEL, SWITZERLAND, CH-4009",SWITZERLAND
7780950,ACTA DERMATO-VENEREOLOGICA,0001-5555,1651-2057,Dermatology,ACTA DERMATO-VENEREOLOGICA,"TRADGARDSGATAN 14, UPPSALA, SWEDEN, SE-753 09",SWEDEN
7780951,ACTA DERMATOVENEROLOGICA CROATICA,1330-027X,1847-6538,Dermatology,CROATION DERMATOVENEROLOGICAL SOC,"ZAGREB UNIV HOSPITAL CTR, UNIV DEPT DERMATOLOGY & VENEROLOGY, SALATA 4, ZAGREB, CROATIA, 10000",CROATIA
7780952,ACTA DIABETOLOGICA,0940-5429,1432-5233,Endocrinology & Metabolism,SPRINGER-VERLAG ITALIA SRL,"VIA DECEMBRIO, 28, MILAN, ITALY, 20137",ITALY
7780953,ACTA ENDOCRINOLOGICA-BUCHAREST,1841-0987,1843-066X,Endocrinology & Metabolism,EDITURA ACAD ROMANE,"CALEA 13 SEPTEMBRIE NR 13, SECTOR 5, BUCURESTI, ROMANIA, 050711",ROMANIA
7780954,ACTA ENTOMOLOGICA MUSEI NATIONALIS PRAGAE,0374-1036,1804-6487,Entomology,NARODNI MUZEUM - PRIRODOVEDECKE MUZEUM,"KUNRATICE, PRAHA, CZECH REPUBLIC, CZ-148 00",CZECH REPUBLIC
7780955,ACTA ETHOLOGICA,0873-9749,1437-9546,Behavioral Sciences ; Zoology,SPRINGER HEIDELBERG,"TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121",GERMANY
7780956,ACTA GASTRO-ENTEROLOGICA BELGICA,1784-3227,1784-3227,Gastroenterology & Hepatology,UNIV CATHOLIQUE LOUVAIN-UCL,"CLIN UNIV SAINT LUC, AVE HIPPOCRATE 10, BRUSSELS, BELGIUM, B-1200",BELGIUM
7780957,ACTA GEODAETICA ET GEOPHYSICA,2213-5812,2213-5820,Geochemistry & Geophysics,SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004",USA
7780958,ACTA GEODYNAMICA ET GEOMATERIALIA,1214-9705,,Geochemistry & Geophysics ; Mining & Mineral Processing,ACAD SCI CZECH REPUBLIC INST ROCK STRUCTURE & MECHANICS,"IRSM AS CR, V HOLESOVICKACH 41, PRAGUE 8, CZECH REPUBLIC, 182 09",CZECH REPUBLIC
7780959,ACTA GEOGRAPHICA SLOVENICA-GEOGRAFSKI ZBORNIK,1581-6613,1854-5106,"Geography, Physical",GEOGRAFSKI INST ANTONA MELIKA ZRC SAZU,"GOSPOSKA ULICA 13, LJUBLJANA, SLOVENIA, SI-1000",SLOVENIA
7780960,ACTA GEOLOGICA POLONICA,0001-5709,2300-1887,Geology,"POLSKA AKAD NAUK, POLISH ACAD SCIENCES, UNIV WARSAW, GEOLOGY DEPT","PL DEFILAD 1, WARSZAWA, POLAND, 00-901",POLAND
7780961,ACTA GEOLOGICA SINICA-ENGLISH EDITION,1000-9515,1755-6724,"Geosciences, Multidisciplinary",WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",USA
7780962,ACTA GEOPHYSICA,1895-6572,1895-7455,Geochemistry & Geophysics,SPRINGER INT PUBL AG,"GEWERBESTRASSE 11, CHAM, SWITZERLAND, CH-6330",SWITZERLAND
7780963,ACTA GEOTECHNICA,1861-1125,1861-1133,"Engineering, Geological",SPRINGER HEIDELBERG,"TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121",GERMANY
7780964,ACTA GEOTECHNICA SLOVENICA,1854-0171,1854-0171,"Engineering, Geological",UNIV MARIBOR,"FAC CIVIL ENGINEERING, TRANSPORTATION ENGINEERING & ARCHITECTURE, SMETANOVA ULICA 17, MARIBOR, SLOVENIA, 2000",SLOVENIA
7780965,ACTA HAEMATOLOGICA,0001-5792,1421-9662,Hematology,KARGER,"ALLSCHWILERSTRASSE 10, BASEL, SWITZERLAND, CH-4009",SWITZERLAND
7780966,ACTA HERPETOLOGICA,1827-9635,1827-9643,Zoology,FIRENZE UNIV PRESS,"JOURNALS DIVISION, BORGO ALBIZI, 28, FIRENZE, ITALY, 50122",ITALY
7780967,ACTA HISTOCHEMICA,0065-1281,1618-0372,Cell Biology,ELSEVIER GMBH,"HACKERBRUCKE 6, MUNICH, GERMANY, 80335",GERMANY
7780968,ACTA HISTOCHEMICA ET CYTOCHEMICA,0044-5991,1347-5800,Cell Biology,JAPAN SOC HISTOCHEMISTRY & CYTOCHEMISTRY,"C/O NAKANISHI PRINTING CO LTD, SHIMODACHIURI-OGAWA, KAMIGYO-KU, KYOTO, JAPAN, 602-8048",JAPAN
7780969,ACTA ICHTHYOLOGICA ET PISCATORIA,0137-1592,1734-1515,Fisheries ; Zoology,PENSOFT PUBLISHERS,"12 PROF GEORGI ZLATARSKI ST, SOFIA, BULGARIA, 1700",POLAND
7780970,ACTA INFORMATICA,0001-5903,1432-0525,"Computer Science, Information Systems",SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004",USA
7780971,ACTA MATERIALIA,1359-6454,1873-2453,"Materials Science, Multidisciplinary ; Metallurgy & Metallurgical Engineering",PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB",ENGLAND
7780972,ACTA MATHEMATICA,0001-5962,1871-2509,Mathematics,"INT PRESS BOSTON, INC","PO BOX 43502, SOMERVILLE, USA, MA, 02143",USA
7780973,ACTA MATHEMATICAE APPLICATAE SINICA-ENGLISH SERIES,0168-9673,1618-3932,"Mathematics, Applied",SPRINGER HEIDELBERG,"TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121",GERMANY
7780974,ACTA MATHEMATICA HUNGARICA,0236-5294,1588-2632,Mathematics,SPRINGER,"VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ",NETHERLANDS
7780975,ACTA MATHEMATICA SCIENTIA,0252-9602,1572-9087,Mathematics,SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004",USA
7780976,ACTA MATHEMATICA SINICA-ENGLISH SERIES,1439-8516,1439-7617,"Mathematics, Applied ; Mathematics",SPRINGER HEIDELBERG,"TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121",GERMANY
7780977,ACTA MECHANICA,0001-5970,1619-6937,Mechanics,SPRINGER WIEN,"Prinz-Eugen-Strasse 8-10, Vienna, Austria, A-1040",AUSTRIA
7780978,ACTA MECHANICA SINICA,0567-7718,1614-3116,"Engineering, Mechanical ; Mechanics",SPRINGER HEIDELBERG,"TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121",GERMANY
7780979,ACTA MECHANICA SOLIDA SINICA,0894-9166,1860-2134,"Materials Science, Multidisciplinary ; Mechanics",SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004",USA
7780980,ACTA MEDICA OKAYAMA,0386-300X,0386-300X,"Medicine, Research & Experimental",OKAYAMA UNIV MED SCHOOL,"EDITORIAL OFFICE, ACTA MEDICA OKAYAMA OKAYAMA UNIVERSITY MEDICAL SCHOOL 2-5-1 SHIKATA-CHO, KITA-KU, OKAYAMA, JAPAN, 700-8558",JAPAN
7780981,ACTA MEDICA PORTUGUESA,0870-399X,1646-0758,"Medicine, General & Internal",ORDEM MEDICOS,"AV ALMIRANTE GAGO COUTINHO, 151, LISBON, PORTUGAL, 1749-084",PORTUGAL
7780982,ACTA METALLURGICA SINICA,0412-1961,,Metallurgy & Metallurgical Engineering,SCIENCE PRESS,"16 DONGHUANGCHENGGEN NORTH ST, BEIJING, PEOPLES R CHINA, 100717",CHINA
7780983,ACTA METALLURGICA SINICA-ENGLISH LETTERS,1006-7191,2194-1289,Metallurgy & Metallurgical Engineering,"CHINESE ACAD SCIENCES, INST METAL RESEARCH","72 WENHUA RD, SHENYANG, PEOPLES R CHINA, 110016",CHINA
7780984,ACTA MICROBIOLOGICA ET IMMUNOLOGICA HUNGARICA,1217-8950,1588-2640,Immunology ; Microbiology,AKADEMIAI KIADO ZRT,"BUDAFOKI UT 187-189-A-3, BUDAPEST, HUNGARY, H-1117",HUNGARY
7780985,ACTA MONTANISTICA SLOVACA,1335-1788,1335-1788,"Geosciences, Multidisciplinary ; Mining & Mineral Processing",BERG FAC TECHNICAL UNIV KOSICE,"PARK KOMENSKEHO 19, KOSICE, SLOVAKIA, 043 84",SLOVAKIA
7780986,ACTA NATURAE,2075-8251,2075-8251,Cell Biology,RUSSIAN FEDERATION AGENCY SCIENCE & INNOVATION,"NAUCHNY PARK MGU, VLAD 1, STROENIYE 75G, LENINSKIYE GORY, MOSCOW, RUSSIA, 119991",RUSSIA
7780987,ACTA NEUROBIOLOGIAE EXPERIMENTALIS,0065-1400,1689-0035,Neurosciences,NENCKI INST EXPERIMENTAL BIOLOGY,"UL PASTEURA 3, WARSAW, POLAND, 02-093",POLAND
7780988,ACTA NEUROCHIRURGICA,0001-6268,0942-0940,Clinical Neurology ; Surgery,SPRINGER WIEN,"Prinz-Eugen-Strasse 8-10, Vienna, Austria, A-1040",AUSTRIA
7780989,ACTA NEUROLOGICA BELGICA,0300-9009,2240-2993,Clinical Neurology ; Neurosciences,SPRINGER HEIDELBERG,"TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121",GERMANY
7780990,ACTA NEUROLOGICA SCANDINAVICA,0001-6314,1600-0404,Clinical Neurology,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",USA
7780991,ACTA NEUROPATHOLOGICA,0001-6322,1432-0533,Clinical Neurology ; Neurosciences ; Pathology,SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004",USA
7780992,ACTA NEUROPATHOLOGICA COMMUNICATIONS,2051-5960,2051-5960,Neurosciences,BMC,"CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",ENGLAND
7780993,ACTA NEUROPSYCHIATRICA,0924-2708,1601-5215,Neurosciences ; Psychiatry,CAMBRIDGE UNIV PRESS,"EDINBURGH BLDG, SHAFTESBURY RD, CAMBRIDGE, ENGLAND, CB2 8RU",USA
7780994,ACTA NUMERICA,0962-4929,1474-0508,Mathematics,CAMBRIDGE UNIV PRESS,"EDINBURGH BLDG, SHAFTESBURY RD, CAMBRIDGE, ENGLAND, CB2 8RU",USA
7780995,ACTA OBSTETRICIA ET GYNECOLOGICA SCANDINAVICA,0001-6349,1600-0412,Obstetrics & Gynecology,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",USA
7780996,ACTA OCEANOLOGICA SINICA,0253-505X,1869-1099,Oceanography,SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004",USA
7780997,ACTA ODONTOLOGICA SCANDINAVICA,0001-6357,1502-3850,"Dentistry, Oral Surgery & Medicine",TAYLOR & FRANCIS LTD,"2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN",ENGLAND
7780998,ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY,1146-609X,1873-6238,Ecology,ELSEVIER,"RADARWEG 29, AMSTERDAM, Netherlands, 1043 NX",NETHERLANDS
7780999,ACTA OF BIOENGINEERING AND BIOMECHANICS,1509-409X,1509-409X,"Biophysics ; Engineering, Biomedical","WROCLAW UNIV TECHNOLOGY, FAC COMPUTER SCIENCE & MANAGEMENT","WYBRZEZE WYSPIANSKIEGO 27, WROCLAW, POLAND, 50-370",POLAND
7781000,ACTA ONCOLOGICA,0284-186X,1651-226X,Oncology,TAYLOR & FRANCIS LTD,"2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN",ENGLAND
7781001,ACTA OPHTHALMOLOGICA,1755-375X,1755-3768,Ophthalmology,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",USA
7781002,ACTA ORNITHOLOGICA,0001-6454,1734-8471,Ornithology,MUSEUM & INST ZOOLOGY,"WILCZA 64, WARSAW, POLAND, PL-00-679",POLAND
7781003,ACTA ORTHOPAEDICA,1745-3674,1745-3682,Orthopedics,MEDICAL JOURNAL SWEDEN AB,"St Johannesgatan 22a, Uppsala, Sweden, SE-753-12",ENGLAND
7781004,ACTA ORTHOPAEDICA BELGICA,0001-6462,0001-6462,Orthopedics,ACTA MEDICA BELGICA,"AVENUE WINSTON CHURCHILL, WINSTON CHURCHILL-LAAN, 11 BOX 30, BRUSSELS, BELGIUM, B-1180",BELGIUM
7781005,ACTA ORTHOPAEDICA ET TRAUMATOLOGICA TURCICA,1017-995X,1017-995X,Orthopedics,TURKISH ASSOC ORTHOPAEDICS TRAUMATOLOGY,"SEHREMINI MAH KOYUNCU SK CIGDEM APT NO 4 D 5 FATIH, ISTANBUL, Turkiye, 00000",TURKEY
7781006,ACTA ORTOPEDICA BRASILEIRA,1413-7852,1809-4406,Orthopedics,ATHA COMUNICACAO & EDITORA,"RUA MACHADO BITTENCOURT, 190-40 ANDAR, CONJ 410, SAO PAULO , Brazil, Sao Paulo, 04044-000",BRAZIL
7781007,ACTA OTO-LARYNGOLOGICA,0001-6489,1651-2251,Otorhinolaryngology,TAYLOR & FRANCIS LTD,"2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN",ENGLAND
7781008,ACTA OTORHINOLARYNGOLOGICA ITALICA,0392-100X,1827-675X,Otorhinolaryngology,PACINI EDITORE,"VIA DELLA GHERARDESCA-ZONA INDUSTRIALE OSPEDALETTO, PISA, ITALY, 56121",ITALY
7781009,ACTA PAEDIATRICA,0803-5253,1651-2227,Pediatrics,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",USA
7781010,ACTA PALAEONTOLOGICA POLONICA,0567-7920,1732-2421,Paleontology,INST PALEOBIOLOGII PAN,"UL TWARDA 51/55, WARSAW, POLAND, 00-818",POLAND
7781011,ACTA PARASITOLOGICA,1230-2821,1896-1851,Parasitology ; Veterinary Sciences ; Zoology,SPRINGER INT PUBL AG,"GEWERBESTRASSE 11, CHAM, SWITZERLAND, CH-6330",SWITZERLAND
7781012,ACTA PAULISTA DE ENFERMAGEM,0103-2100,1982-0194,Nursing,"UNIV FED SAO PAULO, DEPT ENFERMAGEN","RUA NAPOLEAO DE BARROS, 754 VILA CLEMENTINO, SAO PAULO, BRAZIL, CEP04024-002",BRAZIL
7781013,ACTA PETROLOGICA SINICA,1000-0569,2095-8927,Geology,SCIENCE PRESS,"16 DONGHUANGCHENGGEN NORTH ST, BEIJING, PEOPLES R CHINA, 100717",CHINA
7781014,ACTA PHARMACEUTICA,1330-0075,1846-9558,Pharmacology & Pharmacy,SCIENDO,"BOGUMILA ZUGA 32A, WARSAW, Poland, MAZOVIA, 01-811",CROATIA
7781015,ACTA PHARMACEUTICA SINICA B,2211-3835,2211-3843,Pharmacology & Pharmacy,"INST MATERIA MEDICA, CHINESE ACAD MEDICAL SCIENCES","C/O EDITORIAL BOARD OF ACTA PHARMACEUTICA SINICA, 1 XIANNONGTAN ST, BEIJING, PEOPLES R CHINA, 100050",CHINA
7781016,ACTA PHARMACOLOGICA SINICA,1671-4083,1745-7254,"Chemistry, Multidisciplinary ; Pharmacology & Pharmacy",NATURE PUBL GROUP,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",ENGLAND
7781017,ACTA PHYSICA POLONICA A,0587-4246,1898-794X,"Physics, Multidisciplinary",POLISH ACAD SCIENCES INST PHYSICS,"AL LOTNIKOW 32-46, WARSAW, POLAND, PL-02-668",POLAND
7781018,ACTA PHYSICA POLONICA B,0587-4254,1509-5770,"Physics, Multidisciplinary",JAGIELLONIAN UNIV PRESS,"UL MICHALOWSKIEGO 9-2, KRAKOW, POLAND, 31126",POLAND
7781019,ACTA PHYSICA SINICA,1000-3290,1000-3290,"Physics, Multidisciplinary",CHINESE PHYSICAL SOC,"P O BOX 603, BEIJING, PEOPLES R CHINA, 100080",CHINA
7781020,ACTA PHYSICO-CHIMICA SINICA,1000-6818,,"Chemistry, Physical",PEKING UNIV PRESS,"PEKING UNIV, CHEMISTRY BUILDING, BEIJING, PEOPLES R CHINA, 100871",CHINA
7781021,ACTA PHYSIOLOGIAE PLANTARUM,0137-5881,1861-1664,Plant Sciences,SPRINGER HEIDELBERG,"TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121",GERMANY
7781022,ACTA PHYSIOLOGICA,1748-1708,1748-1716,Physiology,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",USA
7781023,ACTA PHYTOTAXONOMICA ET GEOBOTANICA,1346-7565,2189-7042,Plant Sciences,"JAPANESE SOC PLANT SYSTEMATICS, UNIV TOKYO, GRADUATE SCH","BOTANICAL GARDENS, 3-7-1 HAKUSAN, TOKYO, JAPAN, 00000",JAPAN
7781024,ACTA POLONIAE PHARMACEUTICA,0001-6837,2353-5288,Pharmacology & Pharmacy,POLSKIE TOWARZYSTWO FARMACEUTYCZNE,"DLUGA 16, WARSAW, POLAND, 00-238",POLAND
7781025,ACTA POLYMERICA SINICA,,1000-3304,Polymer Science,SCIENCE PRESS,"16 DONGHUANGCHENGGEN NORTH ST, BEIJING, PEOPLES R CHINA, 100717",CHINA
7781026,ACTA POLYTECHNICA HUNGARICA,1785-8860,1785-8860,"Engineering, Multidisciplinary",BUDAPEST TECH,"BECSI UT 96-B, BUDAPEST, HUNGARY, H-1034",HUNGARY
7781027,ACTA PROTOZOOLOGICA,0065-1583,1689-0027,Microbiology,"JAGIELLONIAN UNIV, INST ENVIRONMENTAL SCIENCES","GRONOSTAJOWA 7, KRAKOW, POLAND, 30-387",POLAND
7781028,ACTA PSYCHIATRICA SCANDINAVICA,0001-690X,1600-0447,Psychiatry,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",USA
7781029,ACTA RADIOLOGICA,0284-1851,1600-0455,"Radiology, Nuclear Medicine & Medical Imaging",SAGE PUBLICATIONS LTD,"1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP",ENGLAND
7781030,ACTA SCIENTIAE VETERINARIAE,1678-0345,1679-9216,Veterinary Sciences,UNIV FED RIO GRANDE DO SUL,"FAC VET, CAIXA POSTAL 15017, PORTO ALEGRE RS, BRAZIL, 91501-570",BRAZIL
7781031,ACTA SCIENTIARUM-AGRONOMY,1679-9275,1807-8621,Agronomy,"UNIV ESTADUAL MARINGA, PRO-REITORIA PESQUISA POS-GRADUACAO","AV. COLOMBO, 5790, DIVISAO DE DIVULGACAO CIENTIFICA, MARINGA, BRAZIL, PR, 87020-900",BRAZIL
7781032,ACTA SCIENTIARUM POLONORUM-HORTORUM CULTUS,1644-0692,2545-1405,Horticulture,UNIV LIFE SCIENCES LUBLIN,"AKADEMICKA 15, LUBLIN, Poland, 20-950",POLAND
7781033,ACTA SCIENTIARUM-TECHNOLOGY,1806-2563,1807-8664,Multidisciplinary Sciences,"UNIV ESTADUAL MARINGA, PRO-REITORIA PESQUISA POS-GRADUACAO","AV. COLOMBO, 5790, DIVISAO DE DIVULGACAO CIENTIFICA, MARINGA, BRAZIL, PR, 87020-900",BRAZIL
7781034,ACTAS ESPANOLAS DE PSIQUIATRIA,1139-9287,1578-2735,Neurosciences ; Psychiatry,JUAN JOSE LOPEZ-IBOR FOUNDATION,"NO 2, MADRID, SPAIN, 28035",SPAIN
7781035,ACTA SOCIETATIS BOTANICORUM POLONIAE,0001-6977,2083-9480,Plant Sciences,POLSKIE TOWARZYSTWO BOTANICZNE,"AL UJAZDOWSKIE 4, WARSAW, POLAND, 00-478",POLAND
7781036,ACTAS UROLOGICAS ESPANOLAS,0210-4806,1699-7980,Urology & Nephrology,ELSEVIER ESPANA,"CALLE DE ZURBANO, 76-4TH FLR LEFT, MADRID, SPAIN, 28010",SPAIN
7781037,ACTA TROPICA,0001-706X,1873-6254,Parasitology ; Tropical Medicine,ELSEVIER,"RADARWEG 29, AMSTERDAM, Netherlands, 1043 NX",NETHERLANDS
7781038,ACTA VETERINARIA-BEOGRAD,0567-8315,1820-7448,Veterinary Sciences,SCIENDO,"BOGUMILA ZUGA 32A, WARSAW, Poland, MAZOVIA, 01-811",POLAND
7781039,ACTA VETERINARIA BRNO,0001-7213,1801-7576,Veterinary Sciences,VETERINARNI A FARMACEUTICKA UNIVERZITA BRNO,"PALACKEHO 1-3, BRNO, CZECH REPUBLIC, CS-612 42",CZECH REPUBLIC
7781040,ACTA VETERINARIA HUNGARICA,0236-6290,1588-2705,Veterinary Sciences,AKADEMIAI KIADO ZRT,"BUDAFOKI UT 187-189-A-3, BUDAPEST, HUNGARY, H-1117",HUNGARY
7781041,ACTA VETERINARIA SCANDINAVICA,0044-605X,1751-0147,Veterinary Sciences,BMC,"CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",ENGLAND
7781042,ACTA VIROLOGICA,0001-723X,1336-2305,Virology,FRONTIERS MEDIA SA,"AVENUE DU TRIBUNAL FEDERAL 34, LAUSANNE, SWITZERLAND, CH-1015",SLOVAKIA
7781043,ACTA ZOOLOGICA,0001-7272,1463-6395,Anatomy & Morphology ; Zoology,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",USA
7781044,ACTA ZOOLOGICA ACADEMIAE SCIENTIARUM HUNGARICAE,1217-8837,2064-2474,Zoology,HUNGARIAN NATURAL HISTORY MUSEUM,"BAROSS U 13, BUDAPEST, HUNGARY, H-1088",HUNGARY
7781045,ACTA ZOOLOGICA BULGARICA,0324-0770,,Zoology,"INST ZOOLOGY, BAS","1000 SOFIA, 1, TSAR OSVOBODITEL BLVD, SOFIA, BULGARIA, 00000",BULGARIA
7781046,ACTUATORS,,2076-0825,"Engineering, Mechanical ; Instruments & Instrumentation",MDPI,"ST ALBAN-ANLAGE 66, BASEL, SWITZERLAND, CH-4052",SWITZERLAND
7781047,ACUPUNCTURE & ELECTRO-THERAPEUTICS RESEARCH,0360-1293,2167-9010,Integrative & Complementary Medicine ; Neurosciences,COGNIZANT COMMUNICATION CORP,"18 PEEKSKILL HOLLOW RD, PO BOX 37, PUTNAM VALLEY, USA, NY, 10579",USA
7781048,ACUPUNCTURE IN MEDICINE,0964-5284,1759-9873,Integrative & Complementary Medicine,SAGE PUBLICATIONS LTD,"1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP",ENGLAND
7781049,ADANSONIA,1280-8571,1639-4798,Plant Sciences,"PUBLICATIONS SCIENTIFIQUES DU MUSEUM, PARIS","CP 39-57, RUE CUVIER, PARIS CEDEX 05, FRANCE, F-75231",FRANCE
7781050,ADAPTED PHYSICAL ACTIVITY QUARTERLY,0736-5829,1543-2777,Rehabilitation ; Sport Sciences,HUMAN KINETICS PUBL INC,"1607 N MARKET ST, PO BOX 5076, CHAMPAIGN, USA, IL, 61820-2200",USA
7781051,ADAPTIVE BEHAVIOR,1059-7123,1741-2633,"Computer Science, Artificial Intelligence",SAGE PUBLICATIONS LTD,"1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP",ENGLAND
7781052,ADDICTION,0965-2140,1360-0443,Substance Abuse ; Psychiatry,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",USA
7781053,ADDICTION BIOLOGY,1355-6215,1369-1600,Biochemistry & Molecular Biology ; Substance Abuse,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",USA
7781054,ADDICTION SCIENCE & CLINICAL PRACTICE,1940-0640,1940-0640,Substance Abuse,BMC,"CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",ENGLAND
7781055,ADDICTIVE BEHAVIORS,0306-4603,1873-6327,Substance Abuse,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB",ENGLAND
7781056,ADDITIVE MANUFACTURING,2214-8604,2214-7810,"Engineering, Manufacturing ; Materials Science, Multidisciplinary",ELSEVIER,"RADARWEG 29, AMSTERDAM, Netherlands, 1043 NX",NETHERLANDS
7781057,AD HOC NETWORKS,1570-8705,1570-8713,"Computer Science, Information Systems ; Telecommunications",ELSEVIER,"RADARWEG 29, AMSTERDAM, Netherlands, 1043 NX",NETHERLANDS
7781058,AD HOC & SENSOR WIRELESS NETWORKS,1551-9899,1552-0633,"Computer Science, Information Systems ; Telecommunications",OLD CITY PUBLISHING INC,"628 NORTH 2ND ST, PHILADELPHIA, USA, PA, 19123",USA
7781059,ADICCIONES,0214-4840,2604-6334,Substance Abuse,SOCIDROGALCOHOL,"Avda. de Vallcarca, 180,  Barcelona, Spain, 08023",SPAIN
7781060,ADIPOCYTE,2162-3945,2162-397X,Endocrinology & Metabolism,TAYLOR & FRANCIS INC,"530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106",USA
7781061,ADSORPTION-JOURNAL OF THE INTERNATIONAL ADSORPTION SOCIETY,0929-5607,1572-8757,"Chemistry, Physical ; Engineering, Chemical",SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004",USA
7781062,ADSORPTION SCIENCE & TECHNOLOGY,0263-6174,2048-4038,"Chemistry, Applied ; Chemistry, Physical ; Engineering, Chemical",HINDAWI LTD,"ADAM HOUSE, 3RD FLR, 1 FITZROY SQ, LONDON, ENGLAND, W1T 5HF",USA
7781063,ADVANCED BIOLOGY,2701-0198,2701-0198,"Materials Science, Biomaterials",WILEY-V C H VERLAG GMBH,"POSTFACH 101161, WEINHEIM, GERMANY, 69451",GERMANY
7781064,ADVANCED COMPOSITE MATERIALS,0924-3046,1568-5519,"Materials Science, Composites",TAYLOR & FRANCIS LTD,"2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN",ENGLAND
7781065,ADVANCED COMPOSITES AND HYBRID MATERIALS,2522-0128,2522-0136,"Nanoscience & Nanotechnology ; Materials Science, Composites",SPRINGERNATURE,"CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",ENGLAND
7781066,ADVANCED DRUG DELIVERY REVIEWS,0169-409X,1872-8294,Pharmacology & Pharmacy,ELSEVIER,"RADARWEG 29, AMSTERDAM, Netherlands, 1043 NX",NETHERLANDS
7781067,ADVANCED ELECTRONIC MATERIALS,2199-160X,2199-160X,"Nanoscience & Nanotechnology ; Materials Science, Multidisciplinary ; Physics, Applied",WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",USA
7781068,ADVANCED ENERGY MATERIALS,1614-6832,1614-6840,"Chemistry, Physical ; Energy & Fuels ; Materials Science, Multidisciplinary ; Physics, Applied ; Physics, Condensed Matter",WILEY-V C H VERLAG GMBH,"POSTFACH 101161, WEINHEIM, GERMANY, 69451",GERMANY
7781069,ADVANCED ENGINEERING INFORMATICS,1474-0346,1873-5320,"Computer Science, Artificial Intelligence ; Engineering, Multidisciplinary",ELSEVIER SCI LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB",ENGLAND
